row_id,column,original_value,injected_value,error_type,error_family
62257,market_segment,Online TA,N/A,missing_N/A_string,missing_values
9888,market_segment,Corporate,unknown,missing_unknown_string,missing_values
35077,market_segment,Online TA,NA,missing_NA_string,missing_values
7636,market_segment,Offline TA/TO,NA,missing_NA_string,missing_values
68222,market_segment,Groups,unknown,missing_unknown_string,missing_values
3611,market_segment,Offline TA/TO,N/A,missing_N/A_string,missing_values
25483,market_segment,Offline TA/TO,N/A,missing_N/A_string,missing_values
80729,market_segment,Online TA,NA,missing_NA_string,missing_values
24735,market_segment,Offline TA/TO,,missing_nan,missing_values
35206,market_segment,Online TA,,missing_nan,missing_values
116735,market_segment,Offline TA/TO,NA,missing_NA_string,missing_values
58436,market_segment,Offline TA/TO,unknown,missing_unknown_string,missing_values
12575,market_segment,Online TA,,missing_empty_string,missing_values
90762,market_segment,Online TA,NA,missing_NA_string,missing_values
73035,market_segment,Direct,,missing_empty_string,missing_values
13043,market_segment,Online TA,,missing_empty_string,missing_values
49218,market_segment,Online TA, ,missing_whitespace,missing_values
1897,market_segment,Online TA, ,missing_whitespace,missing_values
29072,market_segment,Groups, ,missing_whitespace,missing_values
53662,market_segment,Offline TA/TO, ,missing_whitespace,missing_values
106646,market_segment,Online TA,NA,missing_NA_string,missing_values
83998,market_segment,Online TA,unknown,missing_unknown_string,missing_values
103722,market_segment,Online TA,,missing_empty_string,missing_values
80075,market_segment,Complementary,N/A,missing_N/A_string,missing_values
11094,market_segment,Online TA,,missing_empty_string,missing_values
62099,market_segment,Online TA,N/A,missing_N/A_string,missing_values
37312,market_segment,Complementary,NA,missing_NA_string,missing_values
21810,market_segment,Groups,NA,missing_NA_string,missing_values
62879,market_segment,Groups,,missing_nan,missing_values
84974,market_segment,Offline TA/TO,,missing_empty_string,missing_values
111481,market_segment,Aviation,NA,missing_NA_string,missing_values
97549,market_segment,Offline TA/TO,N/A,missing_N/A_string,missing_values
12239,market_segment,Online TA, ,missing_whitespace,missing_values
105021,market_segment,Online TA,unknown,missing_unknown_string,missing_values
20583,market_segment,Direct,N/A,missing_N/A_string,missing_values
68727,market_segment,Offline TA/TO,NA,missing_NA_string,missing_values
69173,market_segment,Online TA,NA,missing_NA_string,missing_values
49741,market_segment,Online TA, ,missing_whitespace,missing_values
10915,market_segment,Online TA, ,missing_whitespace,missing_values
63189,market_segment,Online TA,NA,missing_NA_string,missing_values
62165,market_segment,Online TA,N/A,missing_N/A_string,missing_values
42002,market_segment,Offline TA/TO,NA,missing_NA_string,missing_values
69468,market_segment,Groups,N/A,missing_N/A_string,missing_values
93848,market_segment,Online TA,NA,missing_NA_string,missing_values
11999,market_segment,Online TA, ,missing_whitespace,missing_values
14153,market_segment,Corporate,unknown,missing_unknown_string,missing_values
24444,market_segment,Online TA,,missing_empty_string,missing_values
85778,market_segment,Offline TA/TO,,missing_nan,missing_values
92835,market_segment,Offline TA/TO, ,missing_whitespace,missing_values
11242,market_segment,Online TA,NA,missing_NA_string,missing_values
76050,market_segment,Offline TA/TO,,missing_nan,missing_values
36906,market_segment,Offline TA/TO,unknown,missing_unknown_string,missing_values
97621,market_segment,Online TA,NA,missing_NA_string,missing_values
66313,market_segment,Direct,N/A,missing_N/A_string,missing_values
62965,market_segment,Groups,N/A,missing_N/A_string,missing_values
20076,market_segment,Online TA,,missing_empty_string,missing_values
105412,market_segment,Online TA,N/A,missing_N/A_string,missing_values
94776,market_segment,Online TA,N/A,missing_N/A_string,missing_values
14013,market_segment,Corporate,N/A,missing_N/A_string,missing_values
91216,market_segment,Online TA, ,missing_whitespace,missing_values
27400,market_segment,Online TA,NA,missing_NA_string,missing_values
53923,market_segment,Online TA,N/A,missing_N/A_string,missing_values
52225,market_segment,Offline TA/TO,unknown,missing_unknown_string,missing_values
94327,market_segment,Online TA,unknown,missing_unknown_string,missing_values
54767,market_segment,Online TA, ,missing_whitespace,missing_values
27846,market_segment,Direct,,missing_empty_string,missing_values
50565,market_segment,Online TA, ,missing_whitespace,missing_values
69088,market_segment,Offline TA/TO,NA,missing_NA_string,missing_values
15431,market_segment,Online TA,,missing_empty_string,missing_values
63421,market_segment,Online TA,,missing_empty_string,missing_values
64671,market_segment,Groups,NA,missing_NA_string,missing_values
81184,market_segment,Direct, ,missing_whitespace,missing_values
69422,market_segment,Online TA,,missing_nan,missing_values
74413,market_segment,Groups,,missing_empty_string,missing_values
92857,market_segment,Online TA,unknown,missing_unknown_string,missing_values
59072,market_segment,Offline TA/TO, ,missing_whitespace,missing_values
117901,market_segment,Offline TA/TO,,missing_nan,missing_values
112968,market_segment,Online TA,NA,missing_NA_string,missing_values
12971,market_segment,Online TA,NA,missing_NA_string,missing_values
25096,market_segment,Online TA,NA,missing_NA_string,missing_values
29433,market_segment,Direct,unknown,missing_unknown_string,missing_values
23079,market_segment,Direct,N/A,missing_N/A_string,missing_values
117732,market_segment,Online TA,,missing_nan,missing_values
77224,market_segment,Online TA,,missing_empty_string,missing_values
70970,market_segment,Online TA,unknown,missing_unknown_string,missing_values
115977,market_segment,Online TA,,missing_empty_string,missing_values
80027,market_segment,Direct,NA,missing_NA_string,missing_values
29880,market_segment,Online TA,NA,missing_NA_string,missing_values
50265,market_segment,Online TA,NA,missing_NA_string,missing_values
100721,market_segment,Online TA,unknown,missing_unknown_string,missing_values
31987,market_segment,Online TA,,missing_empty_string,missing_values
64860,market_segment,Direct,unknown,missing_unknown_string,missing_values
68572,market_segment,Offline TA/TO,unknown,missing_unknown_string,missing_values
19115,market_segment,Offline TA/TO, ,missing_whitespace,missing_values
78733,market_segment,Online TA,NA,missing_NA_string,missing_values
64694,market_segment,Groups,,missing_nan,missing_values
39600,market_segment,Online TA,unknown,missing_unknown_string,missing_values
10228,market_segment,Direct,unknown,missing_unknown_string,missing_values
117459,market_segment,Online TA,,missing_nan,missing_values
48932,market_segment,Online TA,,missing_empty_string,missing_values
76902,market_segment,Online TA,NA,missing_NA_string,missing_values
39772,market_segment,Online TA,N/A,missing_N/A_string,missing_values
49413,market_segment,Online TA,N/A,missing_N/A_string,missing_values
12685,market_segment,Online TA,,missing_empty_string,missing_values
11680,market_segment,Direct,,missing_empty_string,missing_values
101335,market_segment,Offline TA/TO, ,missing_whitespace,missing_values
106898,market_segment,Online TA,unknown,missing_unknown_string,missing_values
96729,market_segment,Online TA,N/A,missing_N/A_string,missing_values
68862,market_segment,Online TA,,missing_empty_string,missing_values
56465,market_segment,Online TA,NA,missing_NA_string,missing_values
102477,market_segment,Online TA, ,missing_whitespace,missing_values
55879,market_segment,Online TA,,missing_empty_string,missing_values
50738,market_segment,Online TA,,missing_empty_string,missing_values
36428,market_segment,Offline TA/TO,NA,missing_NA_string,missing_values
86957,market_segment,Online TA,,missing_empty_string,missing_values
44194,market_segment,Offline TA/TO,,missing_nan,missing_values
118315,market_segment,Online TA, ,missing_whitespace,missing_values
46422,market_segment,Online TA,unknown,missing_unknown_string,missing_values
19560,market_segment,Direct,NA,missing_NA_string,missing_values
114708,market_segment,Online TA,N/A,missing_N/A_string,missing_values
32395,market_segment,Direct,NA,missing_NA_string,missing_values
103877,market_segment,Offline TA/TO,,missing_nan,missing_values
92494,market_segment,Online TA,unknown,missing_unknown_string,missing_values
11241,market_segment,Online TA,,missing_nan,missing_values
66110,market_segment,Online TA,N/A,missing_N/A_string,missing_values
113543,market_segment,Online TA,,missing_empty_string,missing_values
610,market_segment,Online TA,NA,missing_NA_string,missing_values
24229,market_segment,Groups,NA,missing_NA_string,missing_values
52139,market_segment,Corporate,NA,missing_NA_string,missing_values
38846,market_segment,Direct,,missing_empty_string,missing_values
117794,market_segment,Offline TA/TO,,missing_nan,missing_values
44296,market_segment,Groups,,missing_nan,missing_values
105990,market_segment,Groups,unknown,missing_unknown_string,missing_values
114065,market_segment,Offline TA/TO,,missing_nan,missing_values
116136,market_segment,Offline TA/TO,N/A,missing_N/A_string,missing_values
28860,market_segment,Online TA,,missing_empty_string,missing_values
13366,market_segment,Online TA,unknown,missing_unknown_string,missing_values
46185,market_segment,Online TA,N/A,missing_N/A_string,missing_values
106583,market_segment,Online TA,,missing_empty_string,missing_values
6875,market_segment,Direct,unknown,missing_unknown_string,missing_values
28017,market_segment,Groups,N/A,missing_N/A_string,missing_values
103889,market_segment,Online TA,,missing_empty_string,missing_values
1502,market_segment,Online TA, ,missing_whitespace,missing_values
114453,market_segment,Direct,NA,missing_NA_string,missing_values
49746,market_segment,Online TA,,missing_nan,missing_values
5607,market_segment,Online TA,N/A,missing_N/A_string,missing_values
103134,market_segment,Online TA,NA,missing_NA_string,missing_values
103963,market_segment,Offline TA/TO,NA,missing_NA_string,missing_values
79627,market_segment,Groups,NA,missing_NA_string,missing_values
96434,market_segment,Online TA, ,missing_whitespace,missing_values
7876,market_segment,Online TA,NA,missing_NA_string,missing_values
99093,market_segment,Online TA,unknown,missing_unknown_string,missing_values
88544,market_segment,Direct, ,missing_whitespace,missing_values
30064,market_segment,Direct,N/A,missing_N/A_string,missing_values
65360,market_segment,Groups, ,missing_whitespace,missing_values
94736,market_segment,Online TA,NA,missing_NA_string,missing_values
49738,market_segment,Online TA,,missing_empty_string,missing_values
65970,market_segment,Online TA,NA,missing_NA_string,missing_values
47778,market_segment,Direct,,missing_nan,missing_values
21380,market_segment,Online TA,,missing_empty_string,missing_values
104637,market_segment,Groups,,missing_empty_string,missing_values
106454,market_segment,Groups,,missing_nan,missing_values
114709,market_segment,Online TA,,missing_nan,missing_values
20888,market_segment,Offline TA/TO, ,missing_whitespace,missing_values
62117,market_segment,Groups, ,missing_whitespace,missing_values
88049,market_segment,Online TA, ,missing_whitespace,missing_values
11011,market_segment,Online TA,,missing_nan,missing_values
41557,market_segment,Corporate, ,missing_whitespace,missing_values
56232,market_segment,Online TA,NA,missing_NA_string,missing_values
48308,market_segment,Offline TA/TO,NA,missing_NA_string,missing_values
115290,market_segment,Online TA,,missing_empty_string,missing_values
23050,market_segment,Online TA, ,missing_whitespace,missing_values
35606,market_segment,Groups, ,missing_whitespace,missing_values
11561,market_segment,Online TA,unknown,missing_unknown_string,missing_values
115227,market_segment,Online TA,,missing_nan,missing_values
38242,market_segment,Online TA,NA,missing_NA_string,missing_values
82378,market_segment,Offline TA/TO,,missing_empty_string,missing_values
14307,market_segment,Corporate, ,missing_whitespace,missing_values
43595,market_segment,Direct,N/A,missing_N/A_string,missing_values
36471,market_segment,Offline TA/TO, ,missing_whitespace,missing_values
101295,market_segment,Corporate, ,missing_whitespace,missing_values
46973,market_segment,Online TA,N/A,missing_N/A_string,missing_values
12856,market_segment,Online TA,,missing_empty_string,missing_values
26538,market_segment,Direct,unknown,missing_unknown_string,missing_values
88109,market_segment,Groups,unknown,missing_unknown_string,missing_values
51653,market_segment,Online TA,unknown,missing_unknown_string,missing_values
21763,market_segment,Direct, ,missing_whitespace,missing_values
75766,market_segment,Groups,N/A,missing_N/A_string,missing_values
73337,market_segment,Online TA,unknown,missing_unknown_string,missing_values
62286,market_segment,Online TA,NA,missing_NA_string,missing_values
90462,market_segment,Groups,NA,missing_NA_string,missing_values
32076,market_segment,Online TA,,missing_nan,missing_values
84947,market_segment,Direct,,missing_empty_string,missing_values
1695,market_segment,Offline TA/TO, ,missing_whitespace,missing_values
22126,market_segment,Offline TA/TO,,missing_empty_string,missing_values
45471,market_segment,Offline TA/TO,,missing_nan,missing_values
8128,market_segment,Online TA,unknown,missing_unknown_string,missing_values
109217,market_segment,Online TA,,missing_nan,missing_values
4563,market_segment,Groups,NA,missing_NA_string,missing_values
15544,market_segment,Online TA,NA,missing_NA_string,missing_values
70148,market_segment,Online TA,NA,missing_NA_string,missing_values
39704,market_segment,Online TA,NA,missing_NA_string,missing_values
73790,market_segment,Groups,,missing_nan,missing_values
32730,market_segment,Online TA,,missing_empty_string,missing_values
85786,market_segment,Online TA,N/A,missing_N/A_string,missing_values
106284,market_segment,Groups,,missing_nan,missing_values
45362,market_segment,Online TA,,missing_empty_string,missing_values
46195,market_segment,Online TA, ,missing_whitespace,missing_values
118660,market_segment,Direct,N/A,missing_N/A_string,missing_values
37721,market_segment,Offline TA/TO,N/A,missing_N/A_string,missing_values
89054,market_segment,Groups,N/A,missing_N/A_string,missing_values
88474,market_segment,Direct, ,missing_whitespace,missing_values
108082,market_segment,Online TA,,missing_nan,missing_values
31062,market_segment,Online TA, ,missing_whitespace,missing_values
9368,market_segment,Offline TA/TO,NA,missing_NA_string,missing_values
10004,market_segment,Online TA,NA,missing_NA_string,missing_values
34676,market_segment,Offline TA/TO,,missing_empty_string,missing_values
115129,market_segment,Direct,NA,missing_NA_string,missing_values
73819,market_segment,Groups,N/A,missing_N/A_string,missing_values
20998,market_segment,Offline TA/TO,,missing_empty_string,missing_values
23514,market_segment,Online TA,NA,missing_NA_string,missing_values
59915,market_segment,Offline TA/TO, ,missing_whitespace,missing_values
100618,market_segment,Online TA,unknown,missing_unknown_string,missing_values
72844,market_segment,Groups,N/A,missing_N/A_string,missing_values
56422,market_segment,Online TA,,missing_empty_string,missing_values
50460,market_segment,Online TA, ,missing_whitespace,missing_values
41479,market_segment,Groups, ,missing_whitespace,missing_values
47498,market_segment,Groups, ,missing_whitespace,missing_values
37238,market_segment,Direct,unknown,missing_unknown_string,missing_values
50133,market_segment,Offline TA/TO,,missing_empty_string,missing_values
36755,market_segment,Groups,NA,missing_NA_string,missing_values
68738,market_segment,Offline TA/TO, ,missing_whitespace,missing_values
103077,market_segment,Online TA,,missing_nan,missing_values
110220,market_segment,Online TA,unknown,missing_unknown_string,missing_values
51214,market_segment,Groups,N/A,missing_N/A_string,missing_values
46325,market_segment,Offline TA/TO,NA,missing_NA_string,missing_values
75013,market_segment,Offline TA/TO,,missing_nan,missing_values
40637,market_segment,Online TA, ,missing_whitespace,missing_values
44181,market_segment,Offline TA/TO,,missing_empty_string,missing_values
83253,market_segment,Corporate,N/A,missing_N/A_string,missing_values
107929,market_segment,Online TA,N/A,missing_N/A_string,missing_values
77272,market_segment,Direct,NA,missing_NA_string,missing_values
88781,market_segment,Corporate,,missing_nan,missing_values
105969,market_segment,Groups,,missing_nan,missing_values
104507,market_segment,Online TA,N/A,missing_N/A_string,missing_values
31423,market_segment,Online TA,unknown,missing_unknown_string,missing_values
28425,market_segment,Groups,,missing_empty_string,missing_values
16392,market_segment,Online TA,unknown,missing_unknown_string,missing_values
65226,market_segment,Online TA,unknown,missing_unknown_string,missing_values
74486,market_segment,Groups,,missing_empty_string,missing_values
507,market_segment,Direct,NA,missing_NA_string,missing_values
67226,market_segment,Groups,NA,missing_NA_string,missing_values
44293,market_segment,Groups,N/A,missing_N/A_string,missing_values
39924,market_segment,Offline TA/TO,,missing_nan,missing_values
42904,market_segment,Online TA, ,missing_whitespace,missing_values
64836,market_segment,Online TA,N/A,missing_N/A_string,missing_values
117887,market_segment,Offline TA/TO,unknown,missing_unknown_string,missing_values
110125,market_segment,Groups,N/A,missing_N/A_string,missing_values
30950,market_segment,Offline TA/TO,NA,missing_NA_string,missing_values
43448,market_segment,Offline TA/TO, ,missing_whitespace,missing_values
71745,market_segment,Online TA,,missing_empty_string,missing_values
67716,market_segment,Online TA,,missing_nan,missing_values
39000,market_segment,Online TA,N/A,missing_N/A_string,missing_values
43875,market_segment,Groups,,missing_nan,missing_values
111568,market_segment,Online TA,unknown,missing_unknown_string,missing_values
90084,market_segment,Online TA,,missing_nan,missing_values
13486,market_segment,Online TA,,missing_empty_string,missing_values
74129,market_segment,Groups, ,missing_whitespace,missing_values
77145,market_segment,Complementary,,missing_empty_string,missing_values
61626,market_segment,Online TA,N/A,missing_N/A_string,missing_values
95604,market_segment,Direct, ,missing_whitespace,missing_values
48866,market_segment,Online TA,,missing_empty_string,missing_values
106829,market_segment,Online TA,,missing_empty_string,missing_values
42628,market_segment,Online TA,,missing_nan,missing_values
83328,market_segment,Offline TA/TO,unknown,missing_unknown_string,missing_values
10310,market_segment,Online TA,,missing_nan,missing_values
7176,market_segment,Online TA, ,missing_whitespace,missing_values
85979,market_segment,Online TA,unknown,missing_unknown_string,missing_values
59553,market_segment,Online TA,,missing_empty_string,missing_values
101381,market_segment,Online TA,NA,missing_NA_string,missing_values
114493,market_segment,Online TA,N/A,missing_N/A_string,missing_values
3815,market_segment,Direct,unknown,missing_unknown_string,missing_values
96671,market_segment,Online TA,NA,missing_NA_string,missing_values
77020,market_segment,Direct,,missing_empty_string,missing_values
48794,market_segment,Online TA,,missing_nan,missing_values
29486,market_segment,Online TA,NA,missing_NA_string,missing_values
109938,market_segment,Online TA,NA,missing_NA_string,missing_values
83055,market_segment,Offline TA/TO,N/A,missing_N/A_string,missing_values
118814,market_segment,Online TA, ,missing_whitespace,missing_values
27819,market_segment,Offline TA/TO,,missing_empty_string,missing_values
99659,market_segment,Offline TA/TO,,missing_empty_string,missing_values
81155,market_segment,Direct,,missing_empty_string,missing_values
1211,market_segment,Online TA,,missing_nan,missing_values
54322,market_segment,Online TA,,missing_nan,missing_values
96231,market_segment,Online TA,unknown,missing_unknown_string,missing_values
29581,market_segment,Online TA,unknown,missing_unknown_string,missing_values
84334,market_segment,Offline TA/TO,unknown,missing_unknown_string,missing_values
91693,market_segment,Online TA,N/A,missing_N/A_string,missing_values
55517,market_segment,Offline TA/TO,unknown,missing_unknown_string,missing_values
107654,market_segment,Offline TA/TO,NA,missing_NA_string,missing_values
77552,market_segment,Online TA, ,missing_whitespace,missing_values
26160,market_segment,Offline TA/TO,N/A,missing_N/A_string,missing_values
23878,market_segment,Offline TA/TO,,missing_nan,missing_values
33122,market_segment,Offline TA/TO,,missing_empty_string,missing_values
26658,market_segment,Online TA,N/A,missing_N/A_string,missing_values
110570,market_segment,Online TA,unknown,missing_unknown_string,missing_values
108584,market_segment,Online TA,,missing_nan,missing_values
73465,market_segment,Direct,unknown,missing_unknown_string,missing_values
102467,market_segment,Online TA, ,missing_whitespace,missing_values
55226,market_segment,Online TA,,missing_empty_string,missing_values
71998,market_segment,Online TA,N/A,missing_N/A_string,missing_values
18709,market_segment,Corporate, ,missing_whitespace,missing_values
63424,market_segment,Online TA,,missing_empty_string,missing_values
100626,market_segment,Online TA,NA,missing_NA_string,missing_values
13629,market_segment,Offline TA/TO,NA,missing_NA_string,missing_values
74930,market_segment,Groups,NA,missing_NA_string,missing_values
76893,market_segment,Online TA,,missing_empty_string,missing_values
96324,market_segment,Online TA,N/A,missing_N/A_string,missing_values
71863,market_segment,Online TA,,missing_empty_string,missing_values
36345,market_segment,Online TA,unknown,missing_unknown_string,missing_values
62930,market_segment,Groups,unknown,missing_unknown_string,missing_values
38407,market_segment,Online TA,,missing_nan,missing_values
36413,market_segment,Offline TA/TO, ,missing_whitespace,missing_values
3788,market_segment,Direct,,missing_empty_string,missing_values
112916,market_segment,Online TA,N/A,missing_N/A_string,missing_values
118606,market_segment,Offline TA/TO, ,missing_whitespace,missing_values
45587,market_segment,Groups,unknown,missing_unknown_string,missing_values
11065,market_segment,Online TA, ,missing_whitespace,missing_values
41055,market_segment,Direct,N/A,missing_N/A_string,missing_values
787,market_segment,Online TA,unknown,missing_unknown_string,missing_values
12875,market_segment,Online TA,NA,missing_NA_string,missing_values
100781,market_segment,Online TA,,missing_empty_string,missing_values
91887,market_segment,Online TA,,missing_empty_string,missing_values
72181,market_segment,Groups,N/A,missing_N/A_string,missing_values
25376,market_segment,Offline TA/TO,,missing_nan,missing_values
114496,market_segment,Direct,NA,missing_NA_string,missing_values
108100,market_segment,Online TA,NA,missing_NA_string,missing_values
53714,market_segment,Groups,,missing_nan,missing_values
84099,market_segment,Corporate, ,missing_whitespace,missing_values
12493,market_segment,Online TA,,missing_nan,missing_values
114272,market_segment,Online TA,,missing_empty_string,missing_values
35135,market_segment,Online TA, ,missing_whitespace,missing_values
106994,market_segment,Online TA,,missing_nan,missing_values
18987,market_segment,Direct,,missing_nan,missing_values
110380,market_segment,Corporate, ,missing_whitespace,missing_values
61922,market_segment,Online TA,,missing_empty_string,missing_values
114647,market_segment,Online TA, ,missing_whitespace,missing_values
9679,market_segment,Online TA,,missing_nan,missing_values
36873,market_segment,Offline TA/TO,,missing_nan,missing_values
99396,market_segment,Offline TA/TO,N/A,missing_N/A_string,missing_values
106398,market_segment,Direct, ,missing_whitespace,missing_values
97629,market_segment,Offline TA/TO,unknown,missing_unknown_string,missing_values
24924,market_segment,Online TA,N/A,missing_N/A_string,missing_values
30444,market_segment,Offline TA/TO,,missing_empty_string,missing_values
62371,market_segment,Groups,,missing_nan,missing_values
11519,market_segment,Offline TA/TO,unknown,missing_unknown_string,missing_values
5337,market_segment,Online TA,,missing_nan,missing_values
5499,market_segment,Groups,,missing_empty_string,missing_values
113253,market_segment,Direct,NA,missing_NA_string,missing_values
117356,market_segment,Groups,NA,missing_NA_string,missing_values
21710,market_segment,Groups, ,missing_whitespace,missing_values
118217,market_segment,Online TA,,missing_empty_string,missing_values
55334,market_segment,Online TA,N/A,missing_N/A_string,missing_values
39529,market_segment,Online TA,NA,missing_NA_string,missing_values
101470,market_segment,Offline TA/TO,,missing_empty_string,missing_values
57704,market_segment,Offline TA/TO, ,missing_whitespace,missing_values
88289,market_segment,Corporate,unknown,missing_unknown_string,missing_values
93834,market_segment,Online TA,unknown,missing_unknown_string,missing_values
35159,market_segment,Groups,NA,missing_NA_string,missing_values
79683,market_segment,Online TA,,missing_empty_string,missing_values
56666,market_segment,Groups,N/A,missing_N/A_string,missing_values
46399,market_segment,Online TA, ,missing_whitespace,missing_values
21561,market_segment,Offline TA/TO,,missing_empty_string,missing_values
110741,market_segment,Online TA,unknown,missing_unknown_string,missing_values
21490,market_segment,Corporate, ,missing_whitespace,missing_values
10363,market_segment,Groups,NA,missing_NA_string,missing_values
25211,market_segment,Online TA,,missing_nan,missing_values
24813,market_segment,Online TA, ,missing_whitespace,missing_values
24124,market_segment,Groups,,missing_nan,missing_values
37250,market_segment,Direct,unknown,missing_unknown_string,missing_values
70772,market_segment,Online TA,NA,missing_NA_string,missing_values
19657,market_segment,Direct,unknown,missing_unknown_string,missing_values
30434,market_segment,Online TA,unknown,missing_unknown_string,missing_values
75386,market_segment,Groups,,missing_empty_string,missing_values
87992,market_segment,Offline TA/TO,,missing_nan,missing_values
34165,market_segment,Groups,,missing_nan,missing_values
109762,market_segment,Online TA,,missing_empty_string,missing_values
79345,market_segment,Online TA, ,missing_whitespace,missing_values
56321,market_segment,Groups,,missing_nan,missing_values
116713,market_segment,Offline TA/TO,unknown,missing_unknown_string,missing_values
4481,market_segment,Online TA,NA,missing_NA_string,missing_values
82382,market_segment,Offline TA/TO,unknown,missing_unknown_string,missing_values
88942,market_segment,Online TA,N/A,missing_N/A_string,missing_values
83643,market_segment,Online TA,unknown,missing_unknown_string,missing_values
65501,market_segment,Online TA,unknown,missing_unknown_string,missing_values
46631,market_segment,Online TA, ,missing_whitespace,missing_values
94586,market_segment,Online TA,unknown,missing_unknown_string,missing_values
80952,market_segment,Direct,NA,missing_NA_string,missing_values
96246,market_segment,Offline TA/TO, ,missing_whitespace,missing_values
35060,market_segment,Online TA,NA,missing_NA_string,missing_values
14511,market_segment,Direct,N/A,missing_N/A_string,missing_values
88921,market_segment,Online TA,,missing_empty_string,missing_values
102726,market_segment,Online TA,unknown,missing_unknown_string,missing_values
111893,market_segment,Groups,,missing_nan,missing_values
94578,market_segment,Online TA, ,missing_whitespace,missing_values
19078,market_segment,Groups,NA,missing_NA_string,missing_values
6863,market_segment,Online TA, ,missing_whitespace,missing_values
75702,market_segment,Groups,NA,missing_NA_string,missing_values
36236,market_segment,Online TA,,missing_nan,missing_values
42900,market_segment,Direct,,missing_nan,missing_values
82495,market_segment,Offline TA/TO, ,missing_whitespace,missing_values
14369,market_segment,Corporate,N/A,missing_N/A_string,missing_values
86359,market_segment,Online TA,,missing_nan,missing_values
75898,market_segment,Groups,NA,missing_NA_string,missing_values
12817,market_segment,Online TA,N/A,missing_N/A_string,missing_values
31034,market_segment,Offline TA/TO,NA,missing_NA_string,missing_values
109213,market_segment,Online TA,,missing_nan,missing_values
8649,market_segment,Online TA,N/A,missing_N/A_string,missing_values
47844,market_segment,Online TA,,missing_empty_string,missing_values
118176,market_segment,Online TA,,missing_empty_string,missing_values
1175,market_segment,Direct,unknown,missing_unknown_string,missing_values
18481,market_segment,Corporate,unknown,missing_unknown_string,missing_values
95936,market_segment,Corporate,,missing_nan,missing_values
63942,market_segment,Groups,N/A,missing_N/A_string,missing_values
27312,market_segment,Offline TA/TO,,missing_empty_string,missing_values
23183,market_segment,Offline TA/TO,NA,missing_NA_string,missing_values
74485,market_segment,Groups,unknown,missing_unknown_string,missing_values
44045,market_segment,Groups,NA,missing_NA_string,missing_values
13984,market_segment,Corporate,N/A,missing_N/A_string,missing_values
95654,market_segment,Online TA,,missing_nan,missing_values
101824,market_segment,Direct,NA,missing_NA_string,missing_values
105874,market_segment,Offline TA/TO,unknown,missing_unknown_string,missing_values
5408,market_segment,Groups,N/A,missing_N/A_string,missing_values
111324,market_segment,Online TA, ,missing_whitespace,missing_values
90757,market_segment,Online TA,unknown,missing_unknown_string,missing_values
36511,market_segment,Offline TA/TO,,missing_nan,missing_values
52665,market_segment,Groups,,missing_nan,missing_values
53412,market_segment,Offline TA/TO,,missing_empty_string,missing_values
11268,market_segment,Groups,unknown,missing_unknown_string,missing_values
115491,market_segment,Offline TA/TO, ,missing_whitespace,missing_values
43817,market_segment,Offline TA/TO,unknown,missing_unknown_string,missing_values
33133,market_segment,Offline TA/TO,unknown,missing_unknown_string,missing_values
5505,market_segment,Groups,unknown,missing_unknown_string,missing_values
73802,market_segment,Groups,,missing_empty_string,missing_values
30056,market_segment,Direct,unknown,missing_unknown_string,missing_values
83661,market_segment,Online TA,N/A,missing_N/A_string,missing_values
18002,market_segment,Direct,,missing_nan,missing_values
27485,market_segment,Online TA, ,missing_whitespace,missing_values
37668,market_segment,Direct,unknown,missing_unknown_string,missing_values
67223,market_segment,Groups,,missing_empty_string,missing_values
85312,market_segment,Online TA,,missing_empty_string,missing_values
88280,market_segment,Offline TA/TO,unknown,missing_unknown_string,missing_values
63448,market_segment,Groups,,missing_empty_string,missing_values
20468,market_segment,Direct,unknown,missing_unknown_string,missing_values
94344,market_segment,Offline TA/TO,NA,missing_NA_string,missing_values
47678,market_segment,Offline TA/TO,,missing_nan,missing_values
2279,market_segment,Offline TA/TO,unknown,missing_unknown_string,missing_values
114706,market_segment,Aviation, ,missing_whitespace,missing_values
19269,market_segment,Online TA,,missing_empty_string,missing_values
62095,market_segment,Online TA, ,missing_whitespace,missing_values
109232,market_segment,Offline TA/TO,unknown,missing_unknown_string,missing_values
83986,market_segment,Online TA,unknown,missing_unknown_string,missing_values
100900,market_segment,Online TA,NA,missing_NA_string,missing_values
105258,market_segment,Online TA,N/A,missing_N/A_string,missing_values
40725,market_segment,Corporate,,missing_empty_string,missing_values
49852,market_segment,Groups,N/A,missing_N/A_string,missing_values
37020,market_segment,Online TA, ,missing_whitespace,missing_values
92753,market_segment,Online TA,N/A,missing_N/A_string,missing_values
15194,market_segment,Offline TA/TO, ,missing_whitespace,missing_values
1627,market_segment,Offline TA/TO,,missing_nan,missing_values
50437,market_segment,Online TA,N/A,missing_N/A_string,missing_values
40815,market_segment,Online TA,,missing_empty_string,missing_values
112253,market_segment,Online TA,N/A,missing_N/A_string,missing_values
99502,market_segment,Corporate,,missing_nan,missing_values
106248,market_segment,Online TA,NA,missing_NA_string,missing_values
91548,market_segment,Direct,NA,missing_NA_string,missing_values
57816,market_segment,Online TA,N/A,missing_N/A_string,missing_values
94611,market_segment,Online TA,unknown,missing_unknown_string,missing_values
111465,market_segment,Groups,N/A,missing_N/A_string,missing_values
74388,market_segment,Groups, ,missing_whitespace,missing_values
55242,market_segment,Online TA,,missing_empty_string,missing_values
